currentSentence,pred_bert_1760_1900,genre,date,decade,id,pred_bert_1760_1900_human,summary,hybrid_binary,explanation,classification,sentId
"In the industrial department the girls are required to learn knitting, crocheting, fancy work, hand and machine sewing.","[('machine', 0.51), ('foot', 0.09), ('needle', 0.04), ('child', 0.02), ('pocket', 0.02), ('thread', 0.01), ('hand', 0.01), ('head', 0.01), ('glove', 0.01), ('cane', 0.01), ('table', 0.01), ('roller', 0.01), ('manual', 0.0), ('branch', 0.0), ('wheel', 0.0), ('body', 0.0), ('desk', 0.0), ('stock', 0.0), ('basket', 0.0), ('panel', 0.0)]",Non-fiction,1893,1890,4052,"{'foot': 0.09, 'child': 0.02, 'hand': 0.01, 'head': 0.01, 'body': 0.0}","The sentence simply lists industrial skills taught to girls (knitting, crocheting, sewing) without attributing human traits to machines or mechanical traits to humans. No interpenetration of registers occurs.",No,"Words like 'hand', 'sewing', 'crocheting', 'fancy', 'knitting', and 'work' describe neutral domestic/industrial skills; none imbue machines with life or humans with mechanical qualities. 'And', ',', and 'the' are grammatical connectors with no bearing on the hybridity question.",neutral,4052
"— Fate rules us all, We are but its machines.","[('slaves', 0.23), ('creatures', 0.21), ('children', 0.12), ('servants', 0.09), ('shadow', 0.04), ('tools', 0.04), ('puppets', 0.03), ('shadows', 0.03), ('instruments', 0.02), ('ministers', 0.01), ('sons', 0.01), ('agents', 0.01), ('slave', 0.01), ('own', 0.0), ('angels', 0.0), ('victims', 0.0), ('decrees', 0.0), ('minions', 0.0), ('favourites', 0.0), ('tenants', 0.0)]",Fiction,1809,1800,12249,"{'slaves': 0.23, 'creatures': 0.21, 'children': 0.12, 'servants': 0.09, 'puppets': 0.03, 'sons': 0.01, 'agents': 0.01, 'slave': 0.01, 'angels': 0.0}","The sentence portrays humans as mere mechanical instruments controlled by Fate, blending human agency with machine imagery, reflecting a hybrid, interpenetrating understanding rather than opposition.",Yes,"{'its': ""Refers to Fate's possession of 'machines,' linking abstract power to mechanical control."", 'but': ""Signals contrast, emphasizing humans' reduced status as mere machines under Fate."", 'fate': 'Represents an abstract, almost living force that governs, blending fate with mechanical control.', 'are': ""Links human identity directly to being 'machines,' merging living and mechanical registers."", 'rules': 'Implies command or agency, attributing living/human-like power to Fate over mechanical beings.', '.': ""Marks the sentence's assertion of human mechanization under a ruling force."", 'we': 'Refers to humans identified as machines, reflecting technomorphic framing.', 'us': 'Reinforces collective human identity equated with mechanical instruments.', 'all': 'Emphasizes universality of human submission to Fate’s mechanical control.'}",technomorphism,12249
"House, was a man of great mechanical talent, industry, and perseverance : he may indeed be regarded as the parent of those improvements in the spinning of cotton which have converted machines into men, and almost superseded the ne cessity of manual labour.","[('machines', 0.25), ('women', 0.19), ('horses', 0.18), ('men', 0.11), ('children', 0.06), ('animals', 0.04), ('boys', 0.01), ('mechanics', 0.01), ('masters', 0.01), ('cattle', 0.01), ('beasts', 0.01), ('manufacturers', 0.01), ('hands', 0.01), ('machinery', 0.0), ('females', 0.0), ('labourers', 0.0), ('nations', 0.0), ('minds', 0.0), ('people', 0.0), ('artisans', 0.0)]",Non-fiction,1824,1820,12257,"{'women': 0.19, 'men': 0.11, 'children': 0.06, 'boys': 0.01, 'masters': 0.01, 'manufacturers': 0.01, 'hands': 0.01, 'females': 0.0, 'labourers': 0.0, 'people': 0.0, 'artisans': 0.0}","The sentence describes machines as having 'converted... into men,' attributing human-like transformation and agency to machines, blending mechanical and human registers in a hybrid, anthropomorphic way.",Yes,"The phrase 'converted machines into men' directly links mechanical objects with human identity, showing interpenetration of the two registers rather than opposition.",anthropomorphism,12257
"' If that freezing machine thinks she has iced me into acquiescence with her views, she is mistaken, ' was her angry remark.","[('woman', 0.39), ('lady', 0.15), ('person', 0.05), ('girl', 0.05), ('mother', 0.02), ('creature', 0.02), ('bitch', 0.01), ('aunt', 0.01), ('man', 0.01), ('body', 0.0), ('nurse', 0.0), ('hand', 0.0), ('soul', 0.0), ('child', 0.0), ('goddess', 0.0), ('official', 0.0), ('witch', 0.0), ('thing', 0.0), ('jade', 0.0), ('machine', 0.0)]",Fiction,1878,1870,4067,"{'woman': 0.39, 'lady': 0.15, 'person': 0.05, 'girl': 0.05, 'mother': 0.02, 'creature': 0.02, 'man': 0.01, 'body': 0.0, 'nurse': 0.0, 'hand': 0.0, 'soul': 0.0, 'child': 0.0}","The sentence calls a person a 'freezing machine' with the ability to 'think,' blending mechanical imagery with human cognition and emotion, showing hybridity through technomorphic description of a person.",Yes,"{'that': ""Refers to 'freezing machine,' linking the mechanical label to the human subject's thoughts and intentions."", 'was': ""Connects the quoted speech to 'her angry remark,' emphasizing emotional expression despite mechanical framing."", 'remark': ""Shows the speaker's human emotional reaction (anger), contrasting with the mechanical metaphor used for the other woman."", 'her': ""Refers to the woman being described as a 'freezing machine,' merging human identity with mechanical imagery."", 'freezing': 'Metaphorically mechanizes the woman’s cold, unfeeling behavior, blending emotional coldness with mechanical function.', 'me': ""Indicates the personal, emotional impact of the 'freezing machine's' actions, reinforcing the human-machine hybridity.""}",technomorphism,4067
"Like a machine, he goes through life, performing exactly the same thing from youth to old age, neither increasing, nor perhaps diminishing his scanty stock of ideas.","[('horse', 0.29), ('man', 0.07), ('child', 0.05), ('farmer', 0.05), ('machine', 0.04), ('mechanic', 0.03), ('boy', 0.02), ('giant', 0.02), ('peasant', 0.02), ('gentleman', 0.02), ('mule', 0.02), ('miller', 0.02), ('squirrel', 0.01), ('sailor', 0.01), ('colt', 0.01), ('soldier', 0.01), ('miner', 0.01), ('dog', 0.01), ('blacksmith', 0.01), ('clown', 0.01)]",Non-fiction,1842,1840,12262,"{'man': 0.07, 'child': 0.05, 'farmer': 0.05, 'mechanic': 0.03, 'boy': 0.02, 'giant': 0.02, 'peasant': 0.02, 'gentleman': 0.02, 'sailor': 0.01, 'soldier': 0.01, 'miner': 0.01, 'blacksmith': 0.01}","The sentence describes a human being reduced to machine-like repetition, lacking growth or vitality — a technomorphic depiction that merges mechanical and human registers, reflecting hybrid understanding.",Yes,"'Like' signals the simile comparing a person to a machine, directly projecting mechanical qualities (repetition, stasis) onto human behavior, which is central to the technomorphic framing. 'a' and ',' are grammatical, not substantively relevant.",technomorphism,12262
"Ging rushed out into the hall, and both machines stopped, and the girls began to nibble at bonbons, but a moment later they dashed at their work, for Ging had returned.","[('hands', 0.15), ('girls', 0.12), ('parties', 0.1), ('were', 0.07), ('sides', 0.05), ('men', 0.04), ('women', 0.02), ('feet', 0.02), ('boys', 0.02), ('engines', 0.02), ('had', 0.01), ('machines', 0.01), ('combatants', 0.01), ('then', 0.01), ('suddenly', 0.01), ('voices', 0.01), ('arms', 0.01), ('wheels', 0.01), ('sexes', 0.01), ('are', 0.01)]",Fiction,1897,1890,12270,"{'hands': 0.15, 'girls': 0.12, 'men': 0.04, 'women': 0.02, 'feet': 0.02, 'boys': 0.02}","Machines are described as 'stopping' as if aware of Ging's absence, while girls' return to work mirrors mechanical restart — blending human agency into machines and mechanical rhythm into human behavior, showing interpenetration of registers.",Yes,"'both, stopped' show machines granted human-like awareness/agency; 'girls, dashed, work' show humans acting in synchronized, machine-like repetition, reinforcing hybridity between mechanical and human behavior.",anthropomorphism,12270
From Sverdrup 's cabin came the homely sound of a sewing machine; he was making sails for the boats.,"[('machine', 0.93), ('needle', 0.02), ('wheel', 0.0), ('boy', 0.0), ('knife', 0.0), ('woman', 0.0), ('shirt', 0.0), ('girl', 0.0), ('man', 0.0), ('machines', 0.0), ('jenny', 0.0), ('hand', 0.0), ('jacket', 0.0), ('brush', 0.0), ('board', 0.0), ('match', 0.0), ('basket', 0.0), ('tool', 0.0), ('cotton', 0.0), ('pair', 0.0)]",Non-fiction,1899,1890,4080,"{'boy': 0.0, 'woman': 0.0, 'girl': 0.0, 'man': 0.0, 'hand': 0.0}","The sentence simply describes the sound of a sewing machine used for practical work; no human traits are given to the machine, nor mechanical traits to a person. It is a neutral, literal description.",No,"{'sewing': ""Refers to the machine's function, not relevant to hybridity."", ';': 'Punctuation, not relevant.', 'cabin': 'Setting detail, not relevant.', 's': ""Part of possessive 'Sverdrup's', not relevant."", 'a': 'Article, not relevant.', 'came': 'Describes sound source, neutral verb, not relevant.', 'for': 'Preposition indicating purpose, not relevant.', 'boats': 'Object being made, not relevant to hybridity.', 'sverdrup': 'Human subject, but described normally, no technomorphic framing.', 'sails': 'Object of sewing, not relevant.', ""'"": 'Punctuation, not relevant.', 'the': 'Article, not relevant.', 'of': 'Preposition, not relevant.'}",neutral,4080
"The soldiers. servants, camp followers, and coolies, of whom the cavalcade consisted, were so well up in their duties, and so hopeful of large reward from the rajah, that they worked with all the regularity and much more than the intelligence of machines.","[('europeans', 0.25), ('soldiers', 0.22), ('men', 0.16), ('servants', 0.06), ('boys', 0.02), ('officers', 0.02), ('any', 0.01), ('others', 0.01), ('clerks', 0.01), ('slaves', 0.01), ('youth', 0.01), ('sailors', 0.01), ('natives', 0.01), ('princes', 0.01), ('gentlemen', 0.01), ('seamen', 0.0), ('travellers', 0.0), ('man', 0.0), ('indians', 0.0), ('civilians', 0.0)]",Fiction,1890,1890,12273,"{'soldiers': 0.22, 'men': 0.16, 'servants': 0.06, 'boys': 0.02, 'officers': 0.02, 'others': 0.01, 'clerks': 0.01, 'slaves': 0.01, 'youth': 0.01, 'sailors': 0.01, 'gentlemen': 0.01, 'man': 0.0, 'indians': 0.0}","The sentence compares humans to machines, describing their regularity as machine-like, but explicitly grants them 'more intelligence' than machines, blending mechanical and human registers in a hybrid way.",Yes,"Soldiers and cavalcade refer to human groups described with mechanical regularity ('regularity...of machines'), while still possessing intelligence, merging human and mechanical traits rather than opposing them.",technomorphism,12273
These cursed machines have done the work!,"[('men', 0.14), ('fellows', 0.09), ('boys', 0.07), ('hands', 0.07), ('devils', 0.05), ('machines', 0.05), ('fools', 0.04), ('villains', 0.04), ('things', 0.02), ('beasts', 0.02), ('slaves', 0.02), ('tools', 0.02), ('dogs', 0.01), ('gods', 0.01), ('creatures', 0.01), ('people', 0.01), ('women', 0.01), ('drones', 0.01), ('lads', 0.01), ('fingers', 0.01)]",Fiction,1879,1870,4082,"{'men': 0.14, 'fellows': 0.09, 'boys': 0.07, 'hands': 0.07, 'devils': 0.05, 'fools': 0.04, 'villains': 0.04, 'slaves': 0.02, 'gods': 0.01, 'creatures': 0.01, 'people': 0.01, 'women': 0.01, 'lads': 0.01}","The sentence attributes agency and moral culpability ('cursed', 'have done the work') to machines, blending mechanical and emotional/human registers, showing a hybrid understanding.",Yes,"{'cursed': 'Attributes an emotional/moral judgment to machines, implying they can be blamed like living agents.', 'these': 'Points to specific machines, grounding the anthropomorphic attribution in real mechanical objects.', 'have': 'Auxiliary verb granting the machines agency, as if they actively performed an action.', 'work': 'Implies purposeful labor, a human-like activity attributed to machines.', '!': 'Conveys emotional intensity, reinforcing the human-like emotional framing of the machines.'}",anthropomorphism,4082
John Wright of Thurnscoe was tried here for stealing a co A*er from a winnowing machine.,"[('machine', 0.49), ('mill', 0.05), ('trough', 0.04), ('tub', 0.03), ('boy', 0.02), ('man', 0.02), ('pan', 0.02), ('board', 0.01), ('house', 0.01), ('woman', 0.01), ('vessel', 0.01), ('oven', 0.01), ('shed', 0.01), ('box', 0.01), ('dish', 0.01), ('master', 0.01), ('pot', 0.01), ('girl', 0.01), ('child', 0.0), ('party', 0.0)]",Non-fiction,1858,1850,4085,"{'boy': 0.02, 'man': 0.02, 'woman': 0.01, 'master': 0.01, 'girl': 0.01, 'child': 0.0}","The sentence merely reports a theft case involving a winnowing machine; it contains no vital, emotional, or mechanical framing of humans or machines, so no hybridity is present.",No,"Words like 'winnowing', 'machine', 'stealing', and proper nouns ('John Wright', 'Thurnscoe') are factual/legal terms with no anthropomorphic or technomorphic connotation; 'co a*er' appears to be a garbled or OCR-corrupted term, likely referring to a mechanical part, but lacks any emotional or vital framing.",neutral,4085
"Thence, directly his little fingers can work, he is withdrawn as a machine grown profitable by his rapacious parents, who have left him to grow to this condition on charity.","[('child', 0.42), ('thing', 0.07), ('man', 0.04), ('person', 0.04), ('boy', 0.04), ('slave', 0.04), ('creature', 0.02), ('product', 0.02), ('youth', 0.01), ('lad', 0.01), ('fruit', 0.01), ('commodity', 0.01), ('burden', 0.01), ('property', 0.01), ('matter', 0.01), ('being', 0.01), ('labour', 0.01), ('toy', 0.01), ('servant', 0.0), ('luxury', 0.0)]",Fiction,1864,1860,4087,"{'child': 0.42, 'man': 0.04, 'person': 0.04, 'boy': 0.04, 'slave': 0.04, 'creature': 0.02, 'youth': 0.01, 'lad': 0.01, 'being': 0.01, 'servant': 0.0}","The child is described 'as a machine grown profitable,' merging human growth and economic exploitation with mechanical function, reflecting a hybrid, interpenetrating view of human and machine registers.",Yes,"'Grown' applies an organic, living process to the child likened to a machine; 'profitable' frames this living being in economic/mechanical utility terms; 'a' introduces the direct comparison 'as a machine,' fusing human and mechanical identity.",technomorphism,4087
"They convert these boys into little machines, and teach each one how to fashion some little ornament.","[('girls', 0.39), ('boys', 0.12), ('men', 0.08), ('children', 0.06), ('slaves', 0.03), ('lads', 0.03), ('servants', 0.02), ('ones', 0.02), ('beings', 0.02), ('fellows', 0.01), ('artisans', 0.01), ('creatures', 0.01), ('hands', 0.01), ('women', 0.01), ('peasants', 0.01), ('people', 0.01), ('animals', 0.01), ('labourers', 0.0), ('things', 0.0), ('scholars', 0.0)]",Fiction,1864,1860,4091,"{'girls': 0.39, 'boys': 0.12, 'men': 0.08, 'children': 0.06, 'slaves': 0.03, 'lads': 0.03, 'servants': 0.02, 'ones': 0.02, 'beings': 0.02, 'fellows': 0.01, 'artisans': 0.01, 'creatures': 0.01, 'hands': 0.01, 'women': 0.01, 'people': 0.01, 'labourers': 0.0, 'scholars': 0.0}","The sentence describes boys being converted into machines, projecting mechanical qualities (repetition, lack of agency) onto humans, reflecting a hybrid understanding through technomorphism.",Yes,"‘Convert’ and ‘into’ signal transformation of humans into machines; ‘boys’ are the human subjects mechanized; ‘little’ emphasizes diminished, repetitive, machine-like function, reinforcing technomorphic framing.",technomorphism,4091
"My companion told me not to be afraid, speaking to me as if he were addressing a child, and the machine started upwards.","[('child', 0.66), ('eyes', 0.04), ('boy', 0.03), ('animal', 0.02), ('head', 0.01), ('sun', 0.01), ('figure', 0.01), ('heart', 0.01), ('horse', 0.01), ('latter', 0.01), ('man', 0.01), ('face', 0.01), ('eye', 0.01), ('creature', 0.01), ('other', 0.0), ('pupil', 0.0), ('bird', 0.0), ('girl', 0.0), ('children', 0.0), ('infant', 0.0)]",Fiction,1875,1870,12287,"{'child': 0.66, 'eyes': 0.04, 'boy': 0.03, 'head': 0.01, 'figure': 0.01, 'heart': 0.01, 'man': 0.01, 'face': 0.01, 'eye': 0.01, 'creature': 0.01, 'girl': 0.0, 'children': 0.0, 'infant': 0.0}","The machine 'starts upwards' with active, almost self-directed movement, subtly lending it agency, while the human interaction (comforting a frightened child) frames the moment emotionally, creating a mild hybrid effect.",Yes,"'The machine' is given active verb agency ('started upwards'), suggesting vitality. 'Companion,' 'he,' 'me,' 'child,' and 'my' establish the human emotional context (comfort, fear) that frames the machine's action, blending emotional and mechanical registers.",anthropomorphism,12287
"A fourth machine, turned by steam power and fed by a bare legged boy who had not the average height of a child eight years of age, was robing off the dry printed paper into rouleaux.","[('boy', 0.88), ('party', 0.02), ('boys', 0.01), ('machine', 0.01), ('child', 0.01), ('man', 0.01), ('engine', 0.0), ('class', 0.0), ('lad', 0.0), ('boat', 0.0), ('one', 0.0), ('##boy', 0.0), ('train', 0.0), ('set', 0.0), ('batch', 0.0), ('person', 0.0), ('girl', 0.0), ('figure', 0.0), ('baby', 0.0), ('dragon', 0.0)]",Fiction,1864,1860,4096,"{'boy': 0.88, 'boys': 0.01, 'child': 0.01, 'man': 0.01, 'lad': 0.0, 'person': 0.0, 'girl': 0.0, 'figure': 0.0, 'baby': 0.0}","The sentence contrasts a steam-powered machine with a stunted child laborer, emphasizing the boy's diminished physical growth rather than blending mechanical and living registers in a hybrid way.",No,"Words like 'age', 'years', 'child' describe the boy's stunted human development due to labor conditions, not a merging of mechanical and organic traits. 'Was' and 'of' are grammatical, not indicative of hybridity.",neutral,4096
"It would uot be good for these boys aud girls to have all work and no play, and to be drilled into mere machines : so we are 126 BOTANICAL GARDENS, KEW. glad to see that they have large playgrounds, where they can run about in the open air, and cloistered arcades, in which they can amuse themselves when the weather is too cold or wet to be away from shelter.","[('boys', 0.27), ('children', 0.1), ('beasts', 0.04), ('animals', 0.02), ('schools', 0.02), ('dogs', 0.02), ('soldiers', 0.02), ('monkeys', 0.01), ('play', 0.01), ('lads', 0.01), ('scholars', 0.01), ('machines', 0.01), ('school', 0.01), ('servants', 0.01), ('forms', 0.01), ('men', 0.01), ('girls', 0.01), ('ignorance', 0.01), ('toys', 0.01), ('amusement', 0.01)]",Non-fiction,1889,1880,4101,"{'boys': 0.27, 'children': 0.1, 'soldiers': 0.02, 'lads': 0.01, 'scholars': 0.01, 'servants': 0.01, 'men': 0.01, 'girls': 0.01}","The sentence warns against turning children into 'mere machines' through excessive work, using mechanical imagery to describe a negative human condition, contrasted with vital play and freedom.",No,"'Mere' emphasizes reduction to machine-like status, negatively framed. 'Boys' and 'play' represent the living/emotional register being protected from mechanization. 'Arcades' and 'gardens' are settings for organic vitality, opposing the mechanical fate described. The registers are opposed, not interpenetrating.",technomorphism,4101
"He is a mere machine, and must be worked by the intel lect of others.","[('machine', 0.13), ('animal', 0.11), ('man', 0.07), ('child', 0.06), ('creature', 0.04), ('brute', 0.04), ('worm', 0.03), ('agent', 0.03), ('being', 0.03), ('mechanic', 0.02), ('tool', 0.02), ('mortal', 0.02), ('genius', 0.01), ('savage', 0.01), ('artist', 0.01), ('instrument', 0.01), ('fool', 0.01), ('slave', 0.01), ('boy', 0.01), ('mind', 0.01)]",Fiction,1867,1860,4103,"{'man': 0.07, 'child': 0.06, 'creature': 0.04, 'brute': 0.04, 'agent': 0.03, 'being': 0.03, 'mechanic': 0.02, 'mortal': 0.02, 'genius': 0.01, 'savage': 0.01, 'artist': 0.01, 'fool': 0.01, 'slave': 0.01, 'boy': 0.01, 'mind': 0.01}","The sentence describes a human as 'a mere machine' controlled by others' intellect, projecting mechanical qualities (lack of agency, function) onto a person, which is technomorphism, not a hybrid interpenetration.",No,"'mere machine' and 'worked' cast the human as a passive mechanical tool; 'intellect of others' denies him agency, reinforcing man-as-machine framing rather than blending vitality into machinery.",technomorphism,4103
"Rural sounds, they said, from the crowing of a cock to the wheezing of a thrashing machine, found response 190 IT MIGHT HAVE BEEN. in his bucolic breast — all else were but as idle tunes.","[('machine', 0.48), ('dog', 0.06), ('rod', 0.04), ('whip', 0.04), ('boy', 0.03), ('horse', 0.02), ('##boy', 0.01), ('hammer', 0.01), ('man', 0.01), ('ram', 0.01), ('master', 0.01), ('cock', 0.01), ('roller', 0.01), ('axe', 0.01), ('bull', 0.01), ('hand', 0.01), ('wind', 0.01), ('bat', 0.01), ('hen', 0.0), ('child', 0.0)]",Fiction,1876,1870,4105,"{'boy': 0.03, 'man': 0.01, 'master': 0.01, 'hand': 0.01, 'child': 0.0}","The thrashing machine's sound is described as 'wheezing,' a living/bodily verb, paralleling the natural rooster's crowing, blending mechanical and organic registers into a unified rural soundscape.",Yes,"'Cock' and 'thrashing' (machine) are paired as equivalent rural sounds; 'wheezing' gives the machine a breathing, bodily quality. 'They said' and 'found' respond and stress the machine as its sound found emotional response, blending mechanical and living/emotional imagery.",anthropomorphism,4105
"I never saw one man resting, any more than if he had been a machine.","[('man', 0.15), ('boy', 0.12), ('sailor', 0.11), ('child', 0.1), ('dog', 0.06), ('woman', 0.03), ('slave', 0.02), ('soldier', 0.02), ('fisherman', 0.02), ('log', 0.02), ('boat', 0.02), ('horse', 0.01), ('negro', 0.01), ('servant', 0.01), ('farmer', 0.01), ('fish', 0.01), ('stranger', 0.01), ('carpenter', 0.01), ('potter', 0.0), ('seaman', 0.0)]",Non-fiction,1894,1890,4107,"{'man': 0.15, 'boy': 0.12, 'sailor': 0.11, 'child': 0.1, 'woman': 0.03, 'slave': 0.02, 'soldier': 0.02, 'servant': 0.01, 'farmer': 0.01, 'stranger': 0.01, 'carpenter': 0.01}","The sentence compares a man's tireless activity to that of a machine, describing human behavior in mechanical terms rather than blending vitality into machines themselves.",No,"man, he: refer to the human being compared to a machine; had: indicates hypothetical state ('as if he had been a machine'); a: refers to 'a machine', the comparison object; one: refers to 'one man' being described mechanically; ',': punctuation, no semantic role.",technomorphism,4107
"The women 's workroom, where any poor woman in Shepton Bassett could go and find needles and thread in abundance, free for use, and a dozen sewing machines, with a skilled superintendent to instruct her or to give her advice as to the best modes of cutting, stitching, darning, and making up, was the design and the execution of Miss Aris.","[('machines', 0.71), ('rooms', 0.06), ('girls', 0.03), ('schools', 0.03), ('classes', 0.01), ('workshops', 0.01), ('women', 0.01), ('needles', 0.01), ('establishments', 0.01), ('tables', 0.01), ('factories', 0.01), ('materials', 0.01), ('departments', 0.0), ('##rooms', 0.0), ('assistants', 0.0), ('shops', 0.0), ('cases', 0.0), ('hands', 0.0), ('children', 0.0), ('houses', 0.0)]",Fiction,1886,1880,4110,"{'girls': 0.03, 'classes': 0.01, 'women': 0.01, 'assistants': 0.0, 'hands': 0.0, 'children': 0.0}","The sentence describes sewing machines as ordinary tools in a workroom, with no emotional or vital qualities attributed to them, nor humans described mechanically. Purely functional, factual description.",No,"sewing/dozen/workroom/use relate to plain factual description of machines as tools; 'up' is part of 'making up' (sewing term), no anthropomorphic or technomorphic function present.",neutral,4110
""" You ca not get ne 'er a machine to do that.","[('man', 0.55), ('lot', 0.04), ('one', 0.03), ('woman', 0.03), ('girl', 0.02), ('person', 0.02), ('hand', 0.01), ('family', 0.01), ('team', 0.01), ('body', 0.01), ('chance', 0.01), ('boy', 0.01), ('horse', 0.01), ('farmer', 0.01), ('fellow', 0.01), ('train', 0.01), ('soul', 0.01), ('child', 0.01), ('wife', 0.01), ('place', 0.0)]",Non-fiction,1884,1880,4113,"{'man': 0.55, 'woman': 0.03, 'girl': 0.02, 'person': 0.02, 'hand': 0.01, 'family': 0.01, 'body': 0.01, 'boy': 0.01, 'farmer': 0.01, 'fellow': 0.01, 'soul': 0.01, 'child': 0.01, 'wife': 0.01}","The sentence states a machine's limitation ('can't get a machine to do that'), contrasting machine incapability with implied human capability. This opposes rather than blends mechanical and living registers, treating machines as limited, inert tools.",No,"Words like 'machine', 'get', 'do', 'not' emphasize a limitation/capability contrast rather than blending traits. 'You' implies human agency separate from the machine. No terms project feeling or vitality onto the machine, nor mechanical traits onto the human.",neutral,4113
"The competitors, man and machine, were both left doing their best, and at last I was on the top of the hills once more, with the ever welcome sea again in sight.","[('boy', 0.52), ('woman', 0.17), ('beast', 0.13), ('man', 0.04), ('wife', 0.03), ('child', 0.02), ('girl', 0.02), ('horse', 0.01), ('master', 0.01), ('lad', 0.01), ('boys', 0.01), ('lass', 0.0), ('maid', 0.0), ('ox', 0.0), ('dog', 0.0), ('maiden', 0.0), ('land', 0.0), ('boat', 0.0), ('son', 0.0), ('brute', 0.0)]",Non-fiction,1884,1880,4114,"{'boy': 0.52, 'woman': 0.17, 'man': 0.04, 'wife': 0.03, 'child': 0.02, 'girl': 0.02, 'master': 0.01, 'lad': 0.01, 'boys': 0.01, 'maid': 0.0, 'son': 0.0, 'brute': 0.0}","The sentence pairs 'man and machine' as competitors both 'doing their best,' attributing human effort and agency to the machine, blending mechanical and living registers into a unified competitive act.",Yes,"man, machine, doing their best — these words show both man and machine equated as competitors sharing human-like effort and striving, merging living and mechanical registers.",anthropomorphism,4114
She was like a machine.,"[('child', 0.42), ('mother', 0.07), ('baby', 0.06), ('woman', 0.04), ('lady', 0.03), ('girl', 0.03), ('cat', 0.02), ('lamb', 0.02), ('saint', 0.02), ('princess', 0.01), ('friend', 0.01), ('queen', 0.01), ('dog', 0.01), ('sister', 0.01), ('doctor', 0.01), ('nurse', 0.01), ('man', 0.01), ('brother', 0.01), ('lily', 0.01), ('dove', 0.01)]",Fiction,1878,1870,12306,"{'child': 0.42, 'mother': 0.07, 'baby': 0.06, 'woman': 0.04, 'lady': 0.03, 'girl': 0.03, 'friend': 0.01, 'queen': 0.01, 'sister': 0.01, 'doctor': 0.01, 'nurse': 0.01, 'man': 0.01, 'brother': 0.01}","The sentence compares a human to a machine, projecting mechanical qualities (lack of feeling, rigidity, mere function) onto her. This is technomorphism, which fits the hybrid model of interpenetrating registers rather than strict opposition.",Yes,‘She’ and ‘was’ identify the human subject being described; ‘like’ signals the comparison to a machine; ‘a’ and ‘.’ are structural/grammatical with no independent semantic weight for the classification.,technomorphism,12306
"But no : it was taken along — hurried out of our sight in an instant — and in the next, both man and machine disappeared as suddenly as if some trap had admitted them into the bowels of the earth!","[('beast', 0.51), ('horse', 0.12), ('woman', 0.05), ('child', 0.04), ('boy', 0.04), ('barrow', 0.03), ('man', 0.03), ('dog', 0.02), ('animal', 0.02), ('cart', 0.01), ('donkey', 0.01), ('horses', 0.01), ('brute', 0.01), ('girl', 0.01), ('thing', 0.0), ('driver', 0.0), ('monster', 0.0), ('mule', 0.0), ('boat', 0.0), ('object', 0.0)]",Fiction,1861,1860,12316,"{'woman': 0.05, 'child': 0.04, 'boy': 0.04, 'man': 0.03, 'brute': 0.01, 'girl': 0.01, 'driver': 0.0, 'monster': 0.0}","The sentence pairs 'man and machine' as a single unit swallowed by a trap-like earth, but does not attribute feeling or agency to the machine, nor mechanical traits to the man; it's a neutral juxtaposition.",No,"'man' is paired with 'machine' as equivalent objects both disappearing together, but no human qualities are given to the machine, nor mechanical qualities to the man — the pairing is purely situational, not descriptive of traits.",neutral,12316
"If the child were to sing, she would sing; if she were not to sing, no art could make her other than a mere machine.","[('child', 0.42), ('teacher', 0.23), ('musician', 0.05), ('girl', 0.03), ('singer', 0.03), ('instrument', 0.02), ('pupil', 0.02), ('boy', 0.02), ('amateur', 0.01), ('slave', 0.01), ('servant', 0.01), ('genius', 0.01), ('creature', 0.0), ('player', 0.0), ('drone', 0.0), ('butterfly', 0.0), ('woman', 0.0), ('bird', 0.0), ('performer', 0.0), ('puppet', 0.0)]",Fiction,1866,1860,12329,"{'child': 0.42, 'teacher': 0.23, 'musician': 0.05, 'girl': 0.03, 'singer': 0.03, 'boy': 0.02, 'slave': 0.01, 'servant': 0.01, 'genius': 0.01, 'creature': 0.0, 'woman': 0.0, 'puppet': 0.0}","The sentence contrasts natural artistic feeling with mechanical imitation, framing the child as either genuinely singing or reduced to a 'mere machine,' opposing living spontaneity to soulless mechanism rather than blending them.",No,"child: the human subject compared to a machine; she: pronoun referring to the child, central to the contrast; mere: emphasizes the machine as inferior, non-living; a, .: no semantic relevance.",technomorphism,12329
